Brand,Model,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Volkswagen,Touareg,12500,crossover,230,3.2,Gas,yes,2003
BMW,528,6800,sedan,4,2.8,Gas,yes,1995
Mercedes-Benz,Vito,8700,other,280,NA,Diesel,yes,2001
Audi,100,4000,sedan,315,2.3,Gas,yes,1991
Audi,Q7,36500,crossover,159,3,Diesel,yes,2010
Volkswagen,T5 (Transporter),10000,van,231,1.9,Diesel,yes,2005
Volkswagen,Golf VI,4700,hatch,160,2,Diesel,no,2006
BMW,X5,27900,crossover,140,3,Diesel,yes,2009
Renault,Kangoo,7440,other,148,1.5,Diesel,yes,2012
Mercedes-Benz,Sprinter 316,17999,van,260,2.2,Diesel,yes,2013
Volkswagen,T5 (Transporter),7750,van,235,1.9,Diesel,yes,2004
Mercedes-Benz,Vito,7200,van,285,2.2,Diesel,yes,2001
Volkswagen,Golf III,3700,hatch,121,1.9,Diesel,yes,1993
Volkswagen,Passat B6,12000,vagon,187,2,Diesel,yes,2008
Audi,Q7,48000,crossover,75,3,Diesel,yes,2013
BMW,750,49000,sedan,58,4.4,Other,yes,2011
Mercedes-Benz,GL 350,69500,crossover,84,3,Diesel,yes,2014
BMW,X5,19999,crossover,227,3,Diesel,yes,2006
Volkswagen,Passat B7,30900,sedan,30,2,Diesel,yes,2014
Mercedes-Benz,SL 55 AMG,44000,other,39,5.5,Petrol,yes,2009
Mercedes-Benz,E-Class,10200,sedan,174,2.6,Gas,yes,2001
Mercedes-Benz,ML 400,22000,crossover,160,4,Diesel,yes,2008
Mercedes-Benz,S 500,46700,sedan,115,5.5,Petrol,yes,2011
Mercedes-Benz,E-Class,9999,sedan,322,2.7,Diesel,yes,2000
Volkswagen,T4 (Transporter),4400,other,145,2.4,Diesel,yes,1993
Mercedes-Benz,C-Class,45000,sedan,1,1.6,Petrol,yes,2015
Toyota,Land Cruiser 200,63333,other,33,4.5,Diesel,yes,2013
Volkswagen,T5 (Transporter),12999,van,237,2.5,Diesel,yes,2005
Mercedes-Benz,Vito,15000,other,115,2.2,Diesel,yes,2011
BMW,M5,24500,sedan,114,NA,Petrol,yes,2005
Volkswagen,Golf II,1950,hatch,94,1.1,Petrol,yes,1982
BMW,X5,58500,crossover,80,3,Diesel,yes,2013
Renault,Scenic,6250,van,205,1.6,Petrol,yes,2007
Volkswagen,Jetta,8900,sedan,160,1.6,Petrol,yes,2006
Mercedes-Benz,C-Class,65000,other,0,1.6,Petrol,yes,2016
Volkswagen,Golf VI,15200,sedan,185,1.4,Petrol,yes,2011
Mercedes-Benz,S 350,121500,sedan,22,3,Diesel,yes,2014
Audi,A6,30999,sedan,108,2,Diesel,yes,2013
BMW,650,22000,other,138,4.8,Petrol,yes,2007
Mercedes-Benz,Vito,10999,other,185,NA,Diesel,yes,2005
Mitsubishi,Pajero Wagon,10500,crossover,95,3.2,Diesel,no,2008
BMW,530,3900,sedan,380,3,Gas,yes,1989
Mitsubishi,Lancer X,9900,sedan,55,2,Other,yes,2008
Mercedes-Benz,E-Class,3799,sedan,210,2,Petrol,yes,1995
BMW,520,5000,sedan,305,2,Petrol,yes,1995
Audi,A6,5300,other,370,1.8,Petrol,yes,1997
Renault,Kangoo,6450,vagon,100,1.5,Diesel,yes,2009
Toyota,Venza,44700,crossover,120,3.5,Petrol,yes,2013
Toyota,Land Cruiser Prado,17800,crossover,220,3,Diesel,yes,2004
BMW,M5,26900,sedan,158,5,Petrol,yes,2007
Volkswagen,Passat B7,14999,vagon,128,1.4,Gas,yes,2011
Mercedes-Benz,S 140,7650,sedan,340,5,Gas,yes,1997
Volkswagen,Passat B6,12750,vagon,130,1.4,Gas,yes,2010
Volkswagen,Polo,16000,hatch,26,1.2,Petrol,yes,2014
Toyota,Land Cruiser 200,65000,crossover,90,4.5,Diesel,yes,2012
Renault,Megane,11999,hatch,65,1.5,Diesel,yes,2014
BMW,320,3000,sedan,294,2,Diesel,no,1999
Volkswagen,Tiguan,17900,crossover,70,1.4,Petrol,yes,2012
Volkswagen,Jetta,8200,sedan,180,NA,Petrol,yes,2007
Mercedes-Benz,GLS 350,109000,crossover,0,3.5,Diesel,yes,2016
Mercedes-Benz,E-Class,4500,sedan,409,2.6,Petrol,yes,1991
Audi,A4,19300,sedan,113,1.8,Petrol,yes,2009
Volkswagen,T5 (Transporter),11300,van,250,2.5,Diesel,yes,2007
Mitsubishi,Pajero Wagon,18800,crossover,47,3,Petrol,yes,2008
Toyota,Highlander,28900,crossover,83,NA,Petrol,yes,2012
Mercedes-Benz,Vito,4150,other,277,2.2,Diesel,yes,2000
Volkswagen,Touareg,14000,crossover,194,3.2,Gas,yes,2004
Mercedes-Benz,Vito,13995,van,126,2.2,Diesel,yes,2013
Toyota,Land Cruiser 200,NA,crossover,1,4.5,Diesel,yes,2016
Renault,Scenic,6400,other,209,1.5,Diesel,yes,2005
Renault,Symbol,4900,sedan,90,1.4,Gas,yes,2008
Audi,A6,6400,sedan,261,1.8,Gas,yes,2000
Renault,Trafic,9400,van,270,2,Diesel,yes,2007
Toyota,Avalon,15400,sedan,152,3.5,Gas,yes,2007
Volkswagen,Passat B5,2900,sedan,238,2,Gas,no,2002
Renault,Kangoo,9500,vagon,78,1.5,Diesel,yes,2014
Volkswagen,Passat CC,23000,sedan,75,2,Petrol,yes,2013
Toyota,Rav 4,10600,crossover,185,2,Gas,yes,2005
Renault,Trafic,NA,other,179,2.5,Diesel,yes,2011
Audi,A6,2550,sedan,304,2.5,Diesel,no,1998
Volkswagen,Polo,8500,sedan,87,1.6,Petrol,yes,2011
Audi,A6,10500,vagon,243,2.5,Diesel,yes,2003
Mercedes-Benz,C-Class,18000,sedan,99,1.8,Petrol,yes,2008
Mercedes-Benz,E-Class,6100,sedan,280,NA,Gas,yes,1999
Mitsubishi,Galant,1550,hatch,1,1.8,Diesel,yes,1990
BMW,330,3800,sedan,250,3,Diesel,no,2002
BMW,X5 M,42000,crossover,128,4.4,Petrol,yes,2011
Mitsubishi,Lancer X,8500,sedan,110,2,Petrol,yes,2008
Toyota,Camry,24900,sedan,30,2.5,Petrol,yes,2014
Volkswagen,Passat B6,10200,vagon,186,2,Diesel,yes,2005
BMW,530,14200,sedan,135,3,Gas,yes,2004
Volkswagen,Touareg,22500,crossover,151,3,Diesel,yes,2009
Toyota,Land Cruiser Prado,47500,crossover,45,3,Diesel,yes,2014
BMW,520,4500,vagon,360,2,Petrol,yes,1993
BMW,530,8300,sedan,197,3,Petrol,yes,2001
Toyota,Auris,14300,hatch,60,1.6,Petrol,yes,2013
Renault,Duster,18456.16,crossover,1,1.5,Diesel,yes,2016
Renault,Scenic,6999,van,173,1.5,Diesel,yes,2006
Mitsubishi,Lancer,7500,sedan,94,1.6,Petrol,yes,2007
Volkswagen,Passat B3,2850,sedan,350,2,Petrol,yes,1990
Mercedes-Benz,Vito,5800,van,282,2.2,Diesel,yes,2001
Toyota,Corolla,3700,hatch,282,1.4,Petrol,yes,1995
Renault,Megane,6555,vagon,180,1.5,Diesel,yes,2005
Volkswagen,Passat CC,23999,sedan,80,1.8,Petrol,yes,2012
Mitsubishi,Outlander XL,21500,crossover,47,2.4,Petrol,yes,2012
Volkswagen,Passat B5,5700,sedan,300,1.8,Petrol,yes,2001
Mercedes-Benz,Sprinter 324,200000,van,19,3.5,Petrol,yes,2013
Mercedes-Benz,Vito,NA,vagon,200,2.2,Diesel,yes,2006
Mercedes-Benz,Vito,16800,van,116,NA,Other,yes,2013
Volkswagen,Touran,4500,vagon,220,2,Diesel,no,2005
BMW,525,6800,sedan,297,2.5,Petrol,yes,2000
Toyota,Camry,22900,sedan,84,2.5,Petrol,yes,2012
Volkswagen,T4 (Transporter),8500,van,210,2.5,Diesel,yes,2003
Renault,Trafic,8700,van,183,1.9,Diesel,yes,2004
BMW,730,12200,sedan,239,3,Diesel,yes,2001
BMW,X5,23900,crossover,235,3,Diesel,yes,2007
Mitsubishi,Pajero Wagon,16000,vagon,174,3.2,Diesel,yes,2006
Mitsubishi,Lancer,7000,sedan,158,1.6,Petrol,yes,2007
Renault,Laguna,9450,vagon,215,1.5,Diesel,yes,2008
Mercedes-Benz,S 550,41900,sedan,95,6.3,Other,yes,2011
Mitsubishi,Lancer,7400,sedan,148,1.6,Petrol,yes,2008
Renault,Laguna,2350,vagon,245,1.9,Diesel,no,2003
Audi,A6,3390,sedan,289,2.5,Diesel,no,2002
BMW,520,40755,sedan,0,2,Petrol,yes,2016
Volkswagen,Passat B3,3300,vagon,430,1.8,Petrol,yes,1991
Toyota,Lite Ace,1100,van,140,2,Gas,yes,1985
Volkswagen,Touareg,49500,crossover,80,3,Diesel,yes,2014
Renault,Megane,8700,hatch,100,1.5,Diesel,yes,2010
Mercedes-Benz,E-Class,20400,sedan,190,1.8,Gas,yes,2011
BMW,320,17700,sedan,98,2,Petrol,yes,2011
BMW,320,17900,sedan,69,2,Petrol,yes,2008
Mercedes-Benz,E-Class,5500,sedan,269,2.2,Petrol,yes,1994
Mercedes-Benz,E-Class,6200,sedan,221,1.8,Gas,yes,2004
Mercedes-Benz,C-Class,3500,van,257,2.2,Diesel,no,2002
BMW,118,8100,vagon,180,2,Diesel,no,2011
Toyota,Avensis,2499,vagon,254,2,Diesel,no,2000
Audi,100,3150,sedan,10,2.8,Petrol,yes,1991
Audi,A6,4000,sedan,380,2.8,Petrol,yes,1997
Audi,A6,4000,vagon,234,2.5,Diesel,no,2001
BMW,525,2050,vagon,300,2.5,Diesel,no,1997
Mercedes-Benz,A 170,2600,hatch,178,1.7,Diesel,no,1999
Mercedes-Benz,S 550,24500,sedan,222,5.5,Petrol,yes,2005
BMW,525,14600,sedan,116,2.5,Diesel,yes,2004
Mercedes-Benz,Vito,16900,van,180,3,Diesel,yes,2008
Volkswagen,Touareg,14500,crossover,173,2.5,Diesel,yes,2005
Volkswagen,Passat B8,38365,sedan,0,2,Diesel,yes,2016
Mercedes-Benz,B 180,17800,van,162,1.8,Diesel,yes,2012
Renault,Clio,5000,sedan,200,1.4,Petrol,yes,2007
Toyota,4Runner,42000,crossover,97,4,Petrol,yes,2010
BMW,535,35500,sedan,67,3,Petrol,yes,2011
BMW,520,3000,sedan,190,2,Petrol,no,2000
BMW,X6,22600,crossover,69,3,Petrol,no,2013
Volkswagen,Eos,12900,other,142,2,Petrol,yes,2007
Mercedes-Benz,Vito,7600,van,240,2.2,Diesel,yes,2005
Toyota,Sequoia,37700,crossover,47,5.7,Gas,yes,2009
Toyota,Avensis,8300,sedan,168,2,Petrol,yes,2004
BMW,X5,65500,crossover,1,2,Diesel,yes,2016
Audi,A6,34500,sedan,71,2.8,Petrol,yes,2012
Toyota,Camry,7500,sedan,185,3,Gas,yes,2004
Volkswagen,Touran,13900,vagon,123,1.4,Gas,yes,2013
Renault,Kangoo,4000,van,194,1.9,Diesel,yes,2000
Audi,A6,2300,vagon,250,2.5,Diesel,no,2001
Renault,Kangoo,5650,van,140,1.4,Petrol,yes,2009
Volkswagen,T5 (Transporter),11800,other,200,1.9,Diesel,yes,2007
Audi,A5,44000,hatch,1,1.4,Petrol,yes,2016
Audi,Q7,23400,crossover,105,4.2,Gas,yes,2007
BMW,525,2666,sedan,360,2.5,Diesel,no,1996
BMW,X1,23900,crossover,60,2,Petrol,yes,2013
Toyota,Camry,14000,sedan,25,2.5,Petrol,yes,2014
Mercedes-Benz,S 350,NA,sedan,9,3,Diesel,yes,2014
BMW,X5,69999,crossover,1,2,Petrol,yes,2016
Mercedes-Benz,GLC-Class,58999,crossover,0,2.2,Diesel,yes,2016
Audi,Q7,22500,other,71,3.6,Petrol,yes,2007
Toyota,Corolla,10300,sedan,108,1.6,Petrol,yes,2008
Renault,Grand Scenic,9300,van,200,1.5,Diesel,yes,2009
Audi,Q7,37800,other,126,3,Diesel,yes,2010
Toyota,Corolla,10400,sedan,144,1.3,Petrol,yes,2012
Renault,Kangoo,6700,van,160,1.5,Diesel,yes,2012
Renault,Kangoo,7400,van,156,1.5,Diesel,yes,2012
Renault,Grand Scenic,11200,van,157,1.5,Diesel,yes,2012
Toyota,Land Cruiser Prado,25900,crossover,97,4,Petrol,yes,2009
Mercedes-Benz,Vito,11500,van,381,2.2,Diesel,yes,2006
BMW,320,3950,sedan,300,2,Petrol,yes,1986
Renault,Megane,11500,vagon,230,1.5,Diesel,yes,2012
Toyota,Camry,2600,sedan,218,2.2,Petrol,yes,1994
Mercedes-Benz,ML 500,55000,crossover,40,4.6,Petrol,yes,2013
Renault,Scenic,6650,hatch,274,1.5,Diesel,yes,2006
Mercedes-Benz,Vito,11900,van,215,2.2,Diesel,yes,2011
Renault,Kangoo,8600,van,100,1.5,Diesel,yes,2012
Mercedes-Benz,Vito,6700,van,310,2.2,Diesel,yes,2001
Volkswagen,Touareg,21500,crossover,178,3,Diesel,yes,2008
Toyota,Land Cruiser Prado,17777,other,120,2.7,Gas,yes,2006
BMW,520,29000,sedan,170,2,Diesel,yes,2011
Volkswagen,Golf Plus,7300,sedan,125,1.6,Petrol,yes,2005
BMW,X5,58000,crossover,64,2,Diesel,yes,2015
Toyota,Hilux,43999,other,1,2.8,Diesel,yes,2016
Volkswagen,T5 (Transporter),16450,van,143,2,Diesel,yes,2012
Toyota,Land Cruiser Prado,26900,crossover,118,2.7,Petrol,yes,2011
Renault,Kangoo,8250,sedan,148,NA,Other,yes,2011
BMW,740,13900,sedan,262,4,Diesel,yes,2003
Mercedes-Benz,E-Class,5500,sedan,250,2.7,Diesel,no,2003
Volkswagen,Caddy,3350,other,223,1.9,Diesel,yes,1997
Volkswagen,Golf V,9800,hatch,98,1.6,Gas,yes,2010
Mercedes-Benz,Vito,13899,hatch,232,3,Diesel,yes,2007
Mercedes-Benz,E-Class,15200,sedan,195,3,Diesel,yes,2007
Toyota,Corolla,8900,sedan,87,1.6,Petrol,yes,2008
Mitsubishi,Outlander XL,17800,crossover,111,2.4,Petrol,yes,2011
Audi,A6,2650,vagon,270,2.5,Diesel,no,2001
Mitsubishi,Lancer X,10200,sedan,102,2,Gas,yes,2008
Toyota,Camry,12500,sedan,150,2.4,Petrol,yes,2007
Audi,A3,2500,hatch,200,1.6,Petrol,no,1999
Toyota,Land Cruiser Prado,16200,crossover,219,2.7,Petrol,yes,2006
BMW,523,28000,sedan,127,2.5,Petrol,yes,2010
Mercedes-Benz,E-Class,5000,sedan,240,2.2,Diesel,no,2004
Toyota,Corolla,8900,sedan,154,1.6,Gas,yes,2008
BMW,X6,29900,crossover,182,3,Petrol,yes,2008
Mercedes-Benz,Vito,12950,other,199,2.2,Diesel,yes,2012
Volkswagen,Sharan,19999,van,152,2,Diesel,yes,2012
Audi,A4,10000,sedan,131,1.8,Petrol,yes,2005
BMW,525,39500,vagon,93,2,Diesel,yes,2012
Volkswagen,Polo,7900,other,123,1.4,Petrol,yes,2008
Volkswagen,T4 (Transporter),6000,van,460,1.9,Diesel,yes,1997
Mercedes-Benz,G 63 AMG,219900,crossover,30,6.3,Petrol,yes,2013
Mercedes-Benz,Vito,5600,van,480,2.2,Diesel,yes,1999
Mercedes-Benz,E-Class,15900,sedan,216,5,Petrol,yes,2007
Mitsubishi,Lancer,6700,sedan,155,1.6,Gas,yes,2007
Renault,Trafic,9500,van,189,2,Diesel,yes,2010
Audi,A8,3600,sedan,374,2.5,Diesel,no,2001
Renault,Trafic,9150,van,220,2,Diesel,yes,2007
Mercedes-Benz,E-Class,41500,other,26,NA,Diesel,yes,2013
Mercedes-Benz,Vito,12900,van,185,2.2,Diesel,yes,2011
Renault,Megane,11500,vagon,175,1.5,Diesel,yes,2011
Toyota,Hilux,39500,other,1,2.8,Diesel,yes,2016
Renault,Symbol,4200,sedan,310,1.4,Petrol,yes,2003
BMW,530,4100,sedan,26,3,Diesel,no,2001
Volkswagen,T5 (Transporter),9200,van,248,1.9,Diesel,yes,2007
Audi,A6 Allroad,11400,crossover,250,2.5,Diesel,yes,2005
Volkswagen,Jetta,24000,sedan,3,1.6,Diesel,yes,2016
Renault,11,1800,hatch,1,1.4,Gas,yes,1988
Mercedes-Benz,200,3799,sedan,210,2,Petrol,yes,1995
Mercedes-Benz,S 400,NA,sedan,0,3,Petrol,yes,2016
Mercedes-Benz,GLS 350,110000,crossover,0,3,Diesel,yes,2016
BMW,530,16999,vagon,213,3,Diesel,yes,2007
Audi,A6,6700,sedan,340,2.6,Gas,yes,1997
Toyota,Carina,2200,hatch,50,2,Petrol,yes,1991
Renault,Symbol,NA,sedan,100,1.4,Petrol,yes,2009
Toyota,Carina,4500,sedan,238,1.8,Petrol,yes,1996
BMW,530,10999,sedan,225,3,Diesel,yes,2003
Mitsubishi,Lancer Evolution,NA,sedan,90,2,Petrol,yes,2007
BMW,320,4000,sedan,380,2,Petrol,yes,1991
Volkswagen,Golf IV,5400,vagon,250,1.6,Petrol,yes,2003
Mercedes-Benz,E-Class,1700,sedan,300,2,Gas,no,1998
Audi,100,4000,sedan,320,2.8,Petrol,yes,1992
Mercedes-Benz,G 55 AMG,55000,crossover,127,5.5,Petrol,yes,2008
BMW,X5,NA,crossover,0,2,Diesel,yes,2016
BMW,525,2500,sedan,44,2.5,Diesel,no,1997
Mitsubishi,Pajero Wagon,15999,crossover,149,3,Gas,yes,2008
Mercedes-Benz,C-Class,7800,hatch,125,2.3,Petrol,yes,2001
Volkswagen,Polo,12114.35,sedan,0,1.6,Petrol,yes,2016
Volkswagen,Golf VI,12500,sedan,118,1.6,Diesel,yes,2011
Renault,Grand Scenic,11500,van,160,1.5,Diesel,yes,2010
Volkswagen,LT,10999,other,240,2.5,Diesel,yes,2005
Mercedes-Benz,Sprinter 315,15300,other,234,2.2,Diesel,yes,2008
Mercedes-Benz,E-Class,12300,sedan,300,2.2,Diesel,yes,2003
Volkswagen,T5 (Transporter),12400,other,248,2.5,Diesel,yes,2007
Mercedes-Benz,ML 350,50800,crossover,30,3.5,Diesel,yes,2013
BMW,X6,77500,crossover,1,3,Petrol,yes,2016
Renault,Kangoo,6800,van,119,1.5,Diesel,yes,2012
BMW,520,6399,sedan,282,2,Petrol,yes,1995
Audi,A8,3550,sedan,196,2.8,Petrol,no,1997
BMW,5 Series GT,31800,sedan,115,3,Diesel,yes,2010
Volkswagen,Golf IV,1700,hatch,247,1.4,Petrol,no,1999
BMW,523,14300,sedan,198,NA,Petrol,yes,2005
Mercedes-Benz,E-Class,14900,sedan,171,3.2,Gas,yes,2006
Mercedes-Benz,E-Class,5100,sedan,295,3,Diesel,yes,1994
Renault,Laguna,12800,hatch,125,1.1,Diesel,yes,2012
BMW,520,5650,sedan,284,2,Petrol,yes,1998
Audi,A4,5200,sedan,250,1.8,Other,yes,1996
Renault,Trafic,10100,vagon,190,2,Diesel,yes,2012
Mercedes-Benz,S 600,295000,sedan,29,6,Petrol,yes,2011
Mercedes-Benz,E-Class,14750,sedan,220,3,Diesel,yes,2005
Volkswagen,Passat B4,4500,sedan,230,2,Gas,yes,1996
Audi,Q7,19500,crossover,186,4.2,Petrol,yes,2006
BMW,X5,5400,crossover,250,3,Petrol,no,2003
Mercedes-Benz,E-Class,12900,sedan,255,2.7,Diesel,yes,2003
Mitsubishi,Pajero Wagon,15900,crossover,138,3,Gas,yes,2008
Renault,Megane,11800,other,179,1.5,Diesel,yes,2012
BMW,320,34500,sedan,45,2,Petrol,yes,2013
Renault,Trafic,6200,van,228,2.5,Diesel,yes,2005
Mercedes-Benz,Vito,16500,other,107,2.2,Diesel,yes,2010
Volkswagen,Multivan,55555,van,53,2,Diesel,yes,2013
Toyota,Camry,22500,sedan,12,2.5,Petrol,yes,2014
Audi,A8,8700,sedan,202,3.7,Gas,yes,1998
Mercedes-Benz,Viano,NA,van,30,2.2,Diesel,yes,2014
Audi,A6,35900,sedan,105,2,Diesel,yes,2014
Mercedes-Benz,Vito,6800,van,242,2.2,Diesel,yes,1999
Mitsubishi,Pajero Wagon,18500,crossover,135,3,Gas,yes,2009
BMW,318,12300,sedan,140,2,Petrol,yes,2005
Toyota,Avensis,18800,vagon,89,1.8,Petrol,yes,2012
Mercedes-Benz,ML 400,11700,crossover,284,4,Diesel,yes,2004
Audi,Q7,14900,crossover,183,3.6,Petrol,no,2007
Volkswagen,Polo,8900,sedan,144,1.6,Petrol,yes,2013
BMW,535,NA,sedan,1,3,Petrol,yes,2010
Volkswagen,T5 (Transporter),9000,sedan,223,2.5,Diesel,yes,2007
BMW,528,7250,sedan,300,2.8,Petrol,yes,1999
Mercedes-Benz,G 500,35900,crossover,254,5,Gas,yes,2004
Toyota,Camry,14900,sedan,110,3.5,Petrol,yes,2008
Volkswagen,Touran,14900,van,170,1.6,Diesel,yes,2012
Mercedes-Benz,G 500,46500,crossover,127,5,Petrol,yes,2008
Mercedes-Benz,Vito,7900,other,206,2.2,Diesel,yes,2004
Toyota,Land Cruiser Prado,35999,crossover,102,4,Petrol,yes,2011
Volkswagen,Passat B5,6800,sedan,178,NA,Gas,yes,2004
Volkswagen,Caddy,7300,van,240,1.9,Diesel,yes,2005
BMW,735,12600,sedan,219,3.6,Petrol,yes,2002
BMW,320,9000,sedan,225,2.2,Gas,yes,2002
BMW,X5,37200,other,115,3,Diesel,yes,2011
Audi,A6,63200,sedan,0,2,Petrol,yes,2016
BMW,X6,86999,crossover,0,3,Diesel,yes,2016
Volkswagen,T4 (Transporter),NA,van,270,2.4,Diesel,yes,1993
Mercedes-Benz,E-Class,4100,sedan,410,2.2,Diesel,yes,1998
Mercedes-Benz,E-Class,11800,sedan,215,3.2,Petrol,yes,2003
Audi,A6,4000,vagon,300,2.5,Diesel,no,2001
Mercedes-Benz,S 65 AMG,35500,sedan,160,6.5,Petrol,yes,2008
Volkswagen,Caddy,9900,van,149,1.6,Diesel,yes,2013
BMW,530,9999,sedan,271,3,Diesel,yes,2001
Volkswagen,Passat B6,11500,sedan,118,2,Petrol,yes,2007
BMW,730,4850,sedan,280,3,Diesel,no,1999
Mitsubishi,Colt,5850,hatch,130,1.3,Petrol,yes,2005
Toyota,Land Cruiser 200,103999,crossover,0,4.5,Diesel,yes,2016
Mercedes-Benz,S 350,NA,sedan,25,3,Diesel,yes,2014
BMW,X6,32000,crossover,138,3,Petrol,yes,2009
Toyota,Land Cruiser 200,61990,crossover,68,4.5,Diesel,yes,2012
Toyota,Avensis,8888,sedan,172,1.8,Gas,yes,2005
Mitsubishi,Outlander XL,12700,crossover,110,2.4,Gas,yes,2008
Toyota,Camry,28500,sedan,16,2.5,Petrol,yes,2015
BMW,X6,47777,crossover,142,3,Other,yes,2011
BMW,X5 M,NA,crossover,16,NA,Other,yes,2016
BMW,520,16700,sedan,150,2,Diesel,yes,2008
Volkswagen,Jetta,8757,sedan,32,NA,Other,no,2015
Mercedes-Benz,190,2500,sedan,200,2.3,Gas,yes,1986
Toyota,Camry,12900,sedan,134,2.4,Gas,yes,2007
Volkswagen,T5 (Transporter),9900,van,300,2.5,Diesel,yes,2007
Toyota,Land Cruiser Prado,51500,crossover,70,3,Diesel,yes,2015
Volkswagen,Caddy,6200,van,180,2,Diesel,yes,2005
Audi,A6,13333,other,178,2,Diesel,yes,2008
Mercedes-Benz,E-Class,43500,other,51,3,Diesel,yes,2014
BMW,630,23000,other,100,NA,Other,yes,2005
Volkswagen,Caddy,7777,other,214,2,Other,yes,2007
Volkswagen,Passat B4,3600,vagon,470,1.8,Petrol,yes,1994
Volkswagen,Passat CC,20600,sedan,107,1.8,Petrol,yes,2012
Volkswagen,T5 (Transporter),9500,van,188,1.9,Diesel,yes,2006
Mercedes-Benz,Vito,17500,van,220,3,Diesel,yes,2012
Volkswagen,Jetta,9000,sedan,178,1.9,Diesel,yes,2009
Volkswagen,T5 (Transporter),10500,van,246,2.5,Diesel,yes,2006
Mercedes-Benz,E-Class,11300,sedan,363,3.2,Gas,yes,2004
Renault,Sandero,9200,hatch,12,1.2,Petrol,yes,2013
BMW,520,18500,sedan,114,2,Gas,yes,2008
Mercedes-Benz,GLS 500,NA,crossover,0,4.7,Petrol,yes,2016
Volkswagen,Golf VII,28713.75,hatch,0,2,Diesel,yes,2015
BMW,X5,31500,crossover,130,3,Diesel,yes,2010
Renault,Kangoo,2950,vagon,280,19,Diesel,yes,2000
Toyota,Camry,11999,sedan,139,3.5,Petrol,yes,2008
BMW,X5,67431,crossover,0,2,Diesel,yes,2016
Volkswagen,Golf III,3500,hatch,220,2,Petrol,yes,1994
Renault,Trafic,9300,van,94,2,Diesel,yes,2012
BMW,X5,62000,crossover,1,2,Diesel,yes,2016
Volkswagen,Touareg,35500,crossover,112,NA,Diesel,yes,2011
BMW,X6,57000,crossover,47,3,Diesel,yes,2014
Volkswagen,T4 (Transporter),7900,van,229,1.9,Diesel,yes,2001
BMW,520,4400,sedan,300,2,Petrol,yes,1995
BMW,X5,62900,crossover,1,2,Diesel,yes,2016
Mercedes-Benz,E-Class,23900,sedan,124,1.8,Petrol,yes,2012
Audi,A5,21900,other,114,3.2,Petrol,yes,2009
BMW,530,15250,other,144,3,Petrol,yes,2004
Mercedes-Benz,C-Class,4300,sedan,280,1.8,Petrol,yes,1993
Mercedes-Benz,Vito,14600,van,217,2.2,Diesel,yes,2012
Toyota,Land Cruiser Prado,15000,crossover,184,2.7,Gas,yes,2005
Mercedes-Benz,Vito,5300,van,212,2.2,Diesel,yes,2000
Mercedes-Benz,210,7000,sedan,190,2.6,Petrol,yes,2001
BMW,330,13900,other,80,3,Petrol,yes,2002
Toyota,Land Cruiser Prado,29000,crossover,120,4,Gas,yes,2008
Volkswagen,Jetta,20900,sedan,25,2,Diesel,yes,2015
Mercedes-Benz,E-Class,20500,sedan,173,1.8,Gas,yes,2011
Toyota,Land Cruiser Prado,22999,crossover,152,4,Gas,yes,2008
Audi,R8,95000,other,30,5.2,Petrol,yes,2010
Volkswagen,Polo,9599,sedan,88,1.6,Petrol,yes,2014
Toyota,Rav 4,NA,crossover,1,2.2,Diesel,yes,2016
Volkswagen,Syncro,10500,van,299,2.5,Diesel,yes,2002
Mercedes-Benz,S 350,23999,sedan,204,3.5,Petrol,yes,2008
Renault,Kangoo,10200,van,149,1.5,Diesel,yes,2013
Toyota,Avensis,9950,sedan,142,1.8,Petrol,yes,2008
Toyota,Highlander,21999,crossover,69,3.5,Petrol,yes,2008
Mercedes-Benz,ML 350,18500,crossover,180,3.5,Petrol,yes,2008
Mercedes-Benz,GL 500,40500,crossover,54,5.5,Petrol,yes,2011
Volkswagen,Passat B3,3100,sedan,390,1.8,Petrol,yes,1990
BMW,X5,8100,crossover,175,3,Gas,no,2005
Audi,A6,8100,vagon,302,2.5,Diesel,yes,2000
Volkswagen,Passat B3,2600,vagon,288,1.8,Petrol,yes,1990
Renault,Megane,7299,sedan,160,2,Petrol,yes,2007
Volkswagen,Polo,9600,sedan,107,1.6,Gas,yes,2011
Renault,Megane,10500,vagon,250,1.5,Diesel,yes,2011
Mercedes-Benz,E-Class,26800,vagon,160,2.2,Diesel,yes,2014
Audi,A8,31999,sedan,107,3,Diesel,yes,2009
Volkswagen,T5 (Transporter),12900,van,176,2.5,Diesel,yes,2008
Audi,A6 Allroad,NA,crossover,65,2.99,Diesel,yes,2013
BMW,520,16500,other,122,2.2,Petrol,yes,2005
Mitsubishi,Colt,6000,hatch,118,1.3,Petrol,yes,2006
Toyota,Aygo,NA,hatch,76,1,Petrol,yes,2007
Toyota,Corolla,9950,sedan,140,1.4,Petrol,yes,2012
Mercedes-Benz,G 350,NA,crossover,27,3,Diesel,yes,2015
Volkswagen,Sharan,5700,vagon,199,1.8,Petrol,yes,1999
Audi,Q7,48000,crossover,90,3,Diesel,yes,2013
Volkswagen,Jetta,1296.75,sedan,1,1.6,Petrol,yes,1980
Mitsubishi,Outlander,8000,crossover,220,2.4,Gas,yes,2004
Mitsubishi,Lancer X,12500,other,48,1.6,Petrol,yes,2012
